repeat,concurrency,workload,role,view,operation,calls,input_items,attempts,completed_calls_per_second,successful_calls_per_second,completed_input_items_per_second,successful_input_items_per_second,mean_us,p50_lower_us,p50_upper_us,p95_lower_us,p95_upper_us,p99_lower_us,p99_upper_us,outcomes_json,reasons_json,client_cpu_cores,server_cpu_cores
0,1,batch64-r050,new,batch_get,batch_get,29297,1875008,29297,2929.6615602036345,2929.6615602036345,187498.3398530326,187498.3398530326,119.31012687305868,115.712,116.735,151.552,153.599,172.032,174.079,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 29297, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 29297}",0.14885654366969667,1.7380900124939764
0,1,batch64-r050,new,batch_put,batch_put,29384,1880576,29384,2938.3614460533026,2938.3614460533026,188055.13254741137,188055.13254741137,220.34632425809966,212.992,215.039,247.808,249.855,282.624,286.719,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 29384, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 29384}",0.14885654366969667,1.7380900124939764
0,1,batch64-r050,redis,combined,read+write,404141,25865024,404141,40414.034262531866,40414.034262531866,2586498.1928020394,2586498.1928020394,23.595096236214587,23.808,24.063,25.344,25.599,30.976,31.231,"{""read_failure"": 0, ""success"": 404141, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 404141}",0.6937356982634353,0.33884374634308295
0,1,batch64-r050,redis,mget,mget,202384,12952576,202384,20238.367080272106,20238.367080272106,1295255.4931374148,1295255.4931374148,24.891418649695627,24.576,24.831,25.856,26.111,31.232,31.487,"{""read_failure"": 0, ""success"": 202384, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 202384}",0.6937356982634353,0.33884374634308295
0,1,batch64-r050,redis,mset,mset,201757,12912448,201757,20175.66718225976,20175.66718225976,1291242.6996646246,1291242.6996646246,22.294745243039895,22.016,22.271,23.04,23.295,30.464,30.719,"{""read_failure"": 0, ""success"": 201757, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 201757}",0.6937356982634353,0.33884374634308295
0,1,batch64-r100,old,combined,read+write,94281,6033984,94281,9428.019635560626,9428.019635560626,603393.25667588,603393.25667588,105.17143430807904,102.4,103.423,117.76,118.783,137.216,139.263,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 94281, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 94281}",0.2334638292757444,1.0929230673703008
0,1,batch64-r100,old,batch_get,batch_get,94281,6033984,94281,9428.019635560626,9428.019635560626,603393.25667588,603393.25667588,105.17143430807904,102.4,103.423,117.76,118.783,137.216,139.263,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 94281, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 94281}",0.2334638292757444,1.0929230673703008
0,1,batch64-r100,old,batch_put,batch_put,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.2334638292757444,1.0929230673703008
0,1,batch64-r100,new,combined,read+write,94287,6034368,94287,9428.616385144172,9428.616385144172,603431.448649227,603431.448649227,105.16482680539205,102.4,103.423,118.784,119.807,139.264,141.311,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 94287, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 94287}",0.23361631093809296,1.0935915753384473
0,1,batch64-r100,new,batch_get,batch_get,94287,6034368,94287,9428.616385144172,9428.616385144172,603431.448649227,603431.448649227,105.16482680539205,102.4,103.423,118.784,119.807,139.264,141.311,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 94287, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 94287}",0.23361631093809296,1.0935915753384473
0,1,batch64-r100,new,batch_put,batch_put,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.23361631093809296,1.0935915753384473
0,1,batch64-r100,redis,combined,read+write,389491,24927424,389491,38949.02105812412,38949.02105812412,2492737.3477199436,2492737.3477199436,24.519799499860074,24.064,24.319,25.344,25.599,31.232,31.487,"{""read_failure"": 0, ""success"": 389491, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 389491}",0.7654749453267241,0.26454648664527036
0,1,batch64-r100,redis,mget,mget,389491,24927424,389491,38949.02105812412,38949.02105812412,2492737.3477199436,2492737.3477199436,24.519799499860074,24.064,24.319,25.344,25.599,31.232,31.487,"{""read_failure"": 0, ""success"": 389491, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 389491}",0.7654749453267241,0.26454648664527036
0,1,batch64-r100,redis,mset,mset,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""read_failure"": 0, ""success"": 0, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 0}",0.7654749453267241,0.26454648664527036
0,64,point-r000,old,combined,read+write,1177575,1177575,1177575,117753.13405527332,117753.13405527332,117753.13405527332,117753.13405527332,543.3807414338789,520.192,524.287,737.28,745.471,868.352,876.543,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1177575, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1177575}",0.36718533919328394,3.540368574450793
0,64,point-r000,old,get,get,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.36718533919328394,3.540368574450793
0,64,point-r000,old,put,put,1177575,1177575,1177575,117753.13405527332,117753.13405527332,117753.13405527332,117753.13405527332,543.3807414338789,520.192,524.287,737.28,745.471,868.352,876.543,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1177575, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1177575}",0.36718533919328394,3.540368574450793
0,64,point-r000,new,combined,read+write,1182012,1182012,1182012,118196.15100319799,118196.15100319799,118196.15100319799,118196.15100319799,541.3455501162425,516.096,520.191,737.28,745.471,868.352,876.543,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1182012, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1182012}",0.36780393305442405,3.5368884290117775
0,64,point-r000,new,get,get,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.36780393305442405,3.5368884290117775
0,64,point-r000,new,put,put,1182012,1182012,1182012,118196.15100319799,118196.15100319799,118196.15100319799,118196.15100319799,541.3455501162425,516.096,520.191,737.28,745.471,868.352,876.543,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1182012, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1182012}",0.36780393305442405,3.5368884290117775
0,64,point-r000,redis,combined,read+write,4930518,4930518,4930518,493041.76191624824,493041.76191624824,493041.76191624824,493041.76191624824,129.6487088275512,121.856,122.879,163.84,165.887,235.52,237.567,"{""read_failure"": 0, ""success"": 4930518, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 4930518}",1.4502226154778841,0.9969519698998186
0,64,point-r000,redis,get,get,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""read_failure"": 0, ""success"": 0, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 0}",1.4502226154778841,0.9969519698998186
0,64,point-r000,redis,set,set,4930518,4930518,4930518,493041.76191624824,493041.76191624824,493041.76191624824,493041.76191624824,129.6487088275512,121.856,122.879,163.84,165.887,235.52,237.567,"{""read_failure"": 0, ""success"": 4930518, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 4930518}",1.4502226154778841,0.9969519698998186
0,64,point-r050,old,combined,read+write,1651836,1651836,1651836,165178.20600657593,165178.20600657593,165178.20600657593,165178.20600657593,387.3165624789628,368.64,372.735,540.672,548.863,638.976,647.167,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1651836, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1651836}",0.542630138100981,3.4881899715779228
0,64,point-r050,old,get,get,824842,824842,824842,82481.50651691579,82481.50651691579,82481.50651691579,82481.50651691579,399.909138097963,380.928,385.023,557.056,565.247,655.36,663.551,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 824842, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 824842}",0.542630138100981,3.4881899715779228
0,64,point-r050,old,put,put,826994,826994,826994,82696.69948966014,82696.69948966014,82696.69948966014,82696.69948966014,374.75675520257704,356.352,360.447,524.288,532.479,622.592,630.783,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 826994, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 826994}",0.542630138100981,3.4881899715779228
0,64,point-r050,new,combined,read+write,1674216,1674216,1674216,167417.03212672865,167417.03212672865,167417.03212672865,167417.03212672865,382.14046806385795,364.544,368.639,548.864,557.055,647.168,655.359,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 1674216, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 1674216}",0.5527235623775009,3.4790683233166453
0,64,point-r050,new,get,get,836170,836170,836170,83614.71862257122,83614.71862257122,83614.71862257122,83614.71862257122,419.01948961694393,405.504,409.599,581.632,589.823,679.936,688.127,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 836170, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 836170}",0.5527235623775009,3.4790683233166453
0,64,point-r050,new,put,put,838046,838046,838046,83802.31350415743,83802.31350415743,83802.31350415743,83802.31350415743,345.3440016979975,331.776,335.871,479.232,483.327,573.44,581.631,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 838046, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 838046}",0.5527235623775009,3.4790683233166453
0,64,point-r050,redis,combined,read+write,5028030,5028030,5028030,502789.7266026125,502789.7266026125,502789.7266026125,502789.7266026125,127.15339436419433,119.808,120.831,163.84,165.887,233.472,235.519,"{""read_failure"": 0, ""success"": 5028030, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 5028030}",1.4623195361749408,0.9979659964585689
0,64,point-r050,redis,get,get,2513068,2513068,2513068,251300.16580127293,251300.16580127293,251300.16580127293,251300.16580127293,127.14804206014321,119.808,120.831,163.84,165.887,233.472,235.519,"{""read_failure"": 0, ""success"": 2513068, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 2513068}",1.4623195361749408,0.9979659964585689
0,64,point-r050,redis,set,set,2514962,2514962,2514962,251489.56080133963,251489.56080133963,251489.56080133963,251489.56080133963,127.1587426374633,119.808,120.831,163.84,165.887,233.472,235.519,"{""read_failure"": 0, ""success"": 2514962, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 2514962}",1.4623195361749408,0.9979659964585689
0,64,point-r100,old,combined,read+write,3463457,3463457,3463457,346341.01580702944,346341.01580702944,346341.01580702944,346341.01580702944,184.66366956396456,172.032,174.079,278.528,282.623,352.256,356.351,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 3463457, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 3463457}",1.074207237596092,3.0249034114021196
0,64,point-r100,old,get,get,3463457,3463457,3463457,346341.01580702944,346341.01580702944,346341.01580702944,346341.01580702944,184.66366956396456,172.032,174.079,278.528,282.623,352.256,356.351,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 3463457, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 3463457}",1.074207237596092,3.0249034114021196
0,64,point-r100,old,put,put,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",1.074207237596092,3.0249034114021196
0,64,point-r100,new,combined,read+write,3748861,3748861,3748861,374878.84410750866,374878.84410750866,374878.84410750866,374878.84410750866,170.60078859312202,165.888,167.935,237.568,239.615,299.008,303.103,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 3748861, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 3748861}",1.1771370440015616,2.8025836445099315
0,64,point-r100,new,get,get,3748861,3748861,3748861,374878.84410750866,374878.84410750866,374878.84410750866,374878.84410750866,170.60078859312202,165.888,167.935,237.568,239.615,299.008,303.103,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 3748861, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 3748861}",1.1771370440015616,2.8025836445099315
0,64,point-r100,new,put,put,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",1.1771370440015616,2.8025836445099315
0,64,point-r100,redis,combined,read+write,5154196,5154196,5154196,515406.21587984543,515406.21587984543,515406.21587984543,515406.21587984543,124.06642909699204,117.76,118.783,153.6,155.647,231.424,233.471,"{""read_failure"": 0, ""success"": 5154196, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 5154196}",1.4744612781722848,0.9987795231061026
0,64,point-r100,redis,get,get,5154196,5154196,5154196,515406.21587984543,515406.21587984543,515406.21587984543,515406.21587984543,124.06642909699204,117.76,118.783,153.6,155.647,231.424,233.471,"{""read_failure"": 0, ""success"": 5154196, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 5154196}",1.4744612781722848,0.9987795231061026
0,64,point-r100,redis,set,set,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""read_failure"": 0, ""success"": 0, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 0}",1.4744612781722848,0.9987795231061026
0,64,batch64-r000,old,combined,read+write,97754,6256256,97754,9772.392185703578,9772.392185703578,625433.099885029,625433.099885029,6547.027562984636,6291.456,6356.991,9043.968,9175.039,12058.624,12189.695,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 97754, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 97754}",0.30668641480220016,3.3143161637105534
0,64,batch64-r000,old,batch_get,batch_get,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.30668641480220016,3.3143161637105534
0,64,batch64-r000,old,batch_put,batch_put,97754,6256256,97754,9772.392185703578,9772.392185703578,625433.099885029,625433.099885029,6547.027562984636,6291.456,6356.991,9043.968,9175.039,12058.624,12189.695,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 97754, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 97754}",0.30668641480220016,3.3143161637105534
0,64,batch64-r000,new,combined,read+write,98089,6277696,98089,9803.617198327467,9803.617198327467,627431.5006929579,627431.5006929579,6526.184341139169,6225.92,6291.455,9175.04,9306.111,12189.696,12320.767,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 98089, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 98089}",0.30438037592664025,3.3018563805259507
0,64,batch64-r000,new,batch_get,batch_get,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 0, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 0}",0.30438037592664025,3.3018563805259507
0,64,batch64-r000,new,batch_put,batch_put,98089,6277696,98089,9803.617198327467,9803.617198327467,627431.5006929579,627431.5006929579,6526.184341139169,6225.92,6291.455,9175.04,9306.111,12189.696,12320.767,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 98089, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 98089}",0.30438037592664025,3.3018563805259507
0,64,batch64-r000,redis,combined,read+write,947329,60629056,947329,94730.04485539407,94730.04485539407,6062722.87074522,6062722.87074522,670.8211463778687,679.936,688.127,958.464,966.655,1015.808,1023.999,"{""read_failure"": 0, ""success"": 947329, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 947329}",1.9200902302633698,0.9017713649036243
0,64,batch64-r000,redis,mget,mget,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,"{""read_failure"": 0, ""success"": 0, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 0}",1.9200902302633698,0.9017713649036243
0,64,batch64-r000,redis,mset,mset,947329,60629056,947329,94730.04485539407,94730.04485539407,6062722.87074522,6062722.87074522,670.8211463778687,679.936,688.127,958.464,966.655,1015.808,1023.999,"{""read_failure"": 0, ""success"": 947329, ""unknown_write"": 0}","{""data_integrity"": 0, ""deadline"": 0, ""io"": 0, ""protocol"": 0, ""server_error"": 0, ""success"": 947329}",1.9200902302633698,0.9017713649036243
0,64,batch64-r050,old,combined,read+write,154379,9880256,154379,15433.349569479537,15433.349569479537,987734.3724466903,987734.3724466903,4143.186616107113,3964.928,3997.695,6225.92,6291.455,7602.176,7667.711,"{""client_rejected"": 0, ""read_failure"": 0, ""refused"": 0, ""success"": 154379, ""unknown_write"": 0}","{""admission_bytes"": 0, ""admission_count"": 0, ""admission_oversize"": 0, ""client_capacity"": 0, ""client_input"": 0, ""deadline"": 0, ""not_leader"": 0, ""protocol"": 0, ""read_apply_unconfirmed"": 0, ""read_quorum_unconfirmed"": 0, ""rpc_status"": 0, ""success"": 154379}",0.45311603229621067,3.062357813873468
